"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_differece_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"32TMT","B04",0.15,"True",-0.192139188116456,0.657574258367912,-3.01608715164702,7.11586679367222,0.995811345346871,0.9763857755439,"32TMT_B04_15_D","2020"
"32UQU","B04",0.15,"True",1.36761515654381,1.90427116294163,13.9204279075482,26.7794635582892,0.967095395463036,2.84021507870539,"32UQU_B04_15_D","2020"
"33NTG","B04",0.15,"True",2.33525533700793,2.62964679425992,7.05434815066559,29.1879205981204,0.993693829957048,2.30154578285784,"33NTG_B04_15_D","2020"
"34UFD","B04",0.15,"True",1.50967565215977,1.99018347199891,20.9009389509217,41.8307101567804,0.924608519488204,2.7016167619899,"34UFD_B04_15_D","2020"
"35VML","B04",0.15,"True",2.10030240163075,2.34177874421385,56.5569187576959,67.3717308017558,0.617693939066833,1.98569466772606,"35VML_B04_15_D","2020"
"49NHC","B04",0.15,"True",3.02627950875013,3.88910666323449,7.09192548378608,10.0097295832678,0.873569482320257,3.6553943460538,"49NHC_B04_15_D","2020"
"32TMT","B08",0.15,"True",0.661425135281612,1.15738348652769,6.24354277329554,12.0538818338902,0.989774885574149,1.48336476516777,"32TMT_B08_15_D","2020"
"32UQU","B08",0.15,"True",1.59328296660804,2.14919332235611,29.731868652921,42.771296589848,0.959526385688657,2.5485226214913,"32UQU_B08_15_D","2020"
"33NTG","B08",0.15,"True",-2.97898714972251,7.17219444574041,24.8094662533285,63.3822706380839,0.959374309193162,7.35793997304526,"33NTG_B08_15_D","2020"
"34UFD","B08",0.15,"True",0.207363061470185,1.32870755297587,19.0069811678183,46.2519314669703,0.904916465143958,1.80419423367559,"34UFD_B08_15_D","2020"
"35VML","B08",0.15,"True",1.88543949781965,2.04578212726407,59.719614770107,65.5968888497201,0.568048809754925,1.7655039096324,"35VML_B08_15_D","2020"
"49NHC","B08",0.15,"True",-4.55375269033078,4.69904158552214,-13.5026810369079,14.1308177457699,0.878480536133981,3.56853947815899,"49NHC_B08_15_D","2020"
"32TMT","B02",0.2,"False",-0.420861320051133,1.36996444961288,2.29323152718357,10.7725777210651,0.991560230764592,1.70110630054232,"32TMT_B02_20_I","2020"
"32UQU","B02",0.2,"False",3.00316749224234,3.05390489440182,40.75684730717,43.7122827853359,0.975302162362858,2.3421267065215,"32UQU_B02_20_I","2020"
"33NTG","B02",0.2,"False",4.56962897916945,4.60740420473219,44.1691134449022,46.5603316657599,0.974772918678375,3.25499365056704,"33NTG_B02_20_I","2020"
"34UFD","B02",0.2,"False",1.99111420717334,2.05774329633276,49.8502392523686,53.2922247007423,0.960051539217324,1.59390060061732,"34UFD_B02_20_I","2020"
"35VML","B02",0.2,"False",2.25810143726652,2.32400506277675,65.5731678550991,68.6778295629088,0.607627066611975,1.61014355521432,"35VML_B02_20_I","2020"
"49NHC","B02",0.2,"False",3.73429748239607,4.17486080628736,10.0828064277141,11.1592440566399,0.78380190537278,3.9922064804397,"49NHC_B02_20_I","2020"
"32TMT","B03",0.2,"False",0.921563585603472,1.14309404337585,9.08811601499024,11.1307192046858,0.99158282589859,1.3402927850927,"32TMT_B03_20_I","2020"
"32UQU","B03",0.2,"False",2.02988960940052,2.13223014533578,41.4925489629232,42.9361007454928,0.964205487276338,1.99989460270154,"32UQU_B03_20_I","2020"
"33NTG","B03",0.2,"False",-6.04047487788785,6.71003299583386,-10.9723900496731,47.9108652792248,0.967193791651891,5.97363885610146,"33NTG_B03_20_I","2020"
"34UFD","B03",0.2,"False",2.05282849497574,2.20541999988384,44.6005937376568,51.8413047059043,0.918605342291378,1.92538814337647,"34UFD_B03_20_I","2020"
"35VML","B03",0.2,"False",2.62006707126014,2.68198551183628,72.288942660301,73.9732073274419,0.426874194108447,1.85201391930044,"35VML_B03_20_I","2020"
"49NHC","B03",0.2,"False",-1.46239639126312,2.58756324130795,-4.60177135566725,7.726990151831,0.887789330535123,3.50412871071807,"49NHC_B03_20_I","2020"
"32TMT","B04",0.2,"False",-0.845003069104567,1.11549767073551,-6.43844024812952,10.7009084591831,0.992107535068047,1.2543194388334,"32TMT_B04_20_I","2020"
"32UQU","B04",0.2,"False",1.10418735450176,1.93943265383462,21.6317033759103,37.7950685416726,0.958699622722476,2.65371544511207,"32UQU_B04_20_I","2020"
"33NTG","B04",0.2,"False",4.06568669632087,4.07973888322426,39.001998221304,39.7022402979831,0.982592859982649,2.86474758522819,"33NTG_B04_20_I","2020"
"34UFD","B04",0.2,"False",-0.485051559166642,1.10893448523678,-0.841079548072599,35.2463396198535,0.923372750020703,1.61671189905105,"34UFD_B04_20_I","2020"
"35VML","B04",0.2,"False",0.78854553741295,1.20308040725869,28.101375110003,54.1534195249493,0.796555370741373,1.30296697305996,"35VML_B04_20_I","2020"
"49NHC","B04",0.2,"False",1.17946161601193,2.51427688665146,3.09479353766626,6.72357167674313,0.880412580257207,3.154416093109,"49NHC_B04_20_I","2020"
"32TMT","B08",0.2,"False",3.00295349955293,3.08940081047128,20.8910703148027,22.1753218190556,0.980816704483019,2.32573362507168,"32TMT_B08_20_I","2020"
"32UQU","B08",0.2,"False",0.979604433022003,1.6965950738679,27.3078006666442,40.8019532936755,0.954486186153105,2.20012567282986,"32UQU_B08_20_I","2020"
"33NTG","B08",0.2,"False",-6.00040386553109,9.74070707726573,9.44137395167171,76.4742946583078,0.937449132918134,9.36633850116517,"33NTG_B08_20_I","2020"
